,MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
121,Hawaii Five-0,(2010–2020),"
Action, Crime, Drama            ",7.3,"
Steve McGarrett returns home to Oahu in order to find his father's killer; The Governor offers him the chance to run his own task force - Five-0.","

    Stars:
Alex O'Loughlin,
Scott Caan,
Taylor Wily,
Daniel Dae Kim
","68,627",42.0,
8,Never Have I Ever,(2020– ),"
Comedy            ",7.9,"
The complicated life of a modern-day first generation Indian American teenage girl, inspired by Mindy Kaling's own childhood.","

    Stars:
Maitreyi Ramakrishnan,
Poorna Jagannathan,
Darren Barnet,
John McEnroe
","34,530",30.0,
8393, Johnny Test,(2005– ),"
Animation, Action, Adventure            ",6.5,"
In ""Return of Johnny'mon"", Johnny's dad gets trapped in the new Tiny Mon video game, and in ""Johnny Dukey Doo"", Johnny and Dukey become involved in the delay of the destruction of an eerie old mansion.","
    Director:
Larry Jacobs
|
    Stars:
James Arnold Taylor,
Louis Chirillo,
Maryke Hendrikse,
Ashleigh Ball
",30,23.0,
8167, The Haunting of Bly Manor,(2020),"
Drama, Horror, Mystery            ",7.5,"
After experiencing a harrowing scare, Dani tries to teach the children a lesson. Still, the kids have an unsettling way of getting under one's skin.","
    Director:
Ciarán Foy
|
    Stars:
Victoria Pedretti,
Oliver Jackson-Cohen,
Amelia Eve,
T'Nia Miller
","3,541",45.0,
6087,Felipe Neto: Minha Vida Não Faz Sentido,(2017 TV Special),"
Documentary, Comedy            ",4.1,"
YouTube sensation Felipe Neto brings the stories from his autobiographical book named ""Não Faz Sentido - Por Trás da Câmera"" to the stage in his stand-up special.","
    Director:
Diego Pignataro
|
    Stars:
Felipe Neto,
Maurício Meirelles
",233,87.0,
3738,LEGO Friends: Girls on a Mission,(2018– ),"
Animation            ",7.6,"
Five best friends trying to do the right thing in heartlake city, whilst trying to figure out friendships and what's important along the way.","

    Stars:
Jasmine Ashanti,
Amaya Harrow,
Alex Cartañá,
Kira Buckland
",80,11.0,
5152,Carlos Ballarta: Furia ñera,(2018 TV Special),"
Comedy            ",7.2,"
Add a Plot
","
    Directors:
Raúl Campos,
Jan Suter
|
    Star:
Carlos Ballarta
",177,,
8138, Pandemic: How to Prevent an Outbreak,(2020– ),"
Documentary            ",6.7,"
In this introduction to life on the front lines, doctors in the U.S. and Asia battle the flu, and researchers race to develop a universal vaccine.","
    Directors:
Isabel Castro,
Arianna LaPenne,
Ryan McGarry,
Danni Mynard,
Doug Shultz
|
    Stars:
Syra Madad,
Holly Goracke,
Dennis Carroll,
Jake Glanville
",221,52.0,
4735,Jerry Before Seinfeld,(2017 TV Special),"
Comedy            ",7.0,"
Comedian Jerry Seinfeld takes the stage at the comedy club where he began his career to recount his early life.","
    Director:
Michael Bonfiglio
|
    Stars:
Jerry Seinfeld,
Jimmy Brogan,
Mark Schiff,
Carolyn Liebling
","5,413",62.0,
1755,Masameer County,(2021– ),"
Animation, Comedy, Drama            ",8.2,"
A humorous view on a changing Saudi, this season includes stories about a global media war, a long-standing tribal feud and a health craze gone too far.","

    Stars:
Ibrahim Al Hajjaj,
Yousef Aldakheel,
Abdulaziz Alshehri,
Faris Godus
","1,307",,
2647,Trailer Park Boys: Out of the Park,(2016– ),"
Adventure, Comedy, Crime            ",6.7,"
Ricky, Julian, and Bubbles go to Europe for a paid vacation and realize when they get there they have to complete tasks in different countries to earn money to party.","

    Stars:
John Paul Tremblay,
Robb Wells,
Mike Smith,
Tom Mayhue
","2,144",30.0,
8898, Sweet Tooth,(2021– ),"
Action, Adventure, Drama            ",8.6,"
His world shaken, Gus runs off and makes a rash decision. Big Man comes to grips with long-ago mistakes. Aimee makes a last stand against General Abbot.","
    Director:
Jim Mickle
|
    Stars:
Nonso Anozie,
Christian Convery,
Adeel Akhtar,
Stefania LaVie Owen
","1,197",54.0,
8098, Hit and Run,(2021– ),"
Action, Crime, Drama            ",,"
Add a Plot
","
    Director:
Mike Barker
|
    Stars:
Lior Raz,
Gregg Henry,
Kaelen Ohm,
Alex Morf
",,,
8672, Élite,(2018– ),"
Crime, Drama, Thriller            ",7.2,"
Ari and Samuel face off in an important and public debate. After speaking with Ander, Omar struggles with the emotional fallout.","

    Stars:
Itzan Escamilla,
Miguel Bernardeau,
Arón Piper,
Claudia Salas
",564,46.0,
1529,La Révolution,(2020),"
Action, Adventure, Drama            ",6.5,"
In a reimagined history of the French Revolution, the guillotine's future inventor uncovers a disease that drives the aristocracy to murder commoners.","

    Stars:
Marilou Aussilloux,
Coline Beal,
Amir El Kacem,
Lionel Erdogan
","4,901",,
9258, Home for Christmas,(2019–2020),"
Comedy, Drama, Romance            ",8.1,"
Home for Christmas is back to save the holidays. Find out who was behind the door.","
    Director:
Per-Olav Sørensen
|
    Stars:
Stian Blipp,
Ida Elise Broch,
Maria Grazia Di Meo,
Vår Sørensen Grønlie
",188,31.0,
5961,I Take It Black,(TV Movie),"
Comedy            ",,"
Young African American Male, by the name of Adam, with his ambitious and drive, to become the manager of this face paced, high scale coffee shop in Beverly Hills. Adam will soon learn the ...                See full summary »
","

    Stars:
Sam Humphrey,
Shaun Fury,
Jt Asher,
Martavius Cerrone Gayles
",,,
3321,In Our Mothers' Gardens,(2021),"
Documentary            ",8.9,"
In Our Mothers' Gardens celebrates the strength and resiliency of Black women and Black families through the complex, and often times humorous, relationship between mothers and daughters.","
    Director:
Shantrelle P. Lewis
|
    Stars:
Tarana Burke,
Tina Farris,
Shantrelle P. Lewis,
Yolanda Sangeweni
",77,,
6950, The Good Place,(2016–2020),"
Comedy, Drama, Fantasy            ",7.8,"
Eleanor, Michael, Janet and Tahani have their hands full when the new residents begin to show their true colors. Jason receives some unsettling news.","
    Director:
Drew Goddard
|
    Stars:
Kristen Bell,
William Jackson Harper,
Jameela Jamil,
D'Arcy Carden
","1,633",22.0,
3482,City of Ghosts,(2021– ),"
Animation, Adventure, Family            ",8.0,"
A group of kids discover stories around their city by communicating directly with the ghosts who inhabit it.","

    Stars:
Blue Chapman,
Angel Chipagua,
Sandra Equihua,
Isa Fabro
",184,20.0,
2870,Stone of Destiny,(2008),"
Adventure, Comedy, Crime            ",6.8,"
The story of Ian Hamilton, a dedicated nationalist who reignited Scottish national pride in the 1950s with his daring raid on the heart of England to bring the Stone of Scone back to Scotland.","
    Director:
Charles Martin Smith
|
    Stars:
Charlie Cox,
Kate Mara,
Stephen McCole,
Ciaron Kelly
","3,883",96.0,
8348, The Chair,(2021– ),"
Comedy, Drama            ",,"
Add a Plot
","
    Director:
Daniel Gray Longino
|
    Stars:
Holland Taylor,
Sandra Oh,
David Morse,
Bob Balaban
",,,
6143,"My Dearest, Like a Cherry Blossom",,"
Drama, Romance            ",,"
A amateur photographer asks his hairdresser out for a date after not only liking her looks, but also admiring her handiwork. She is good at what she does. He wishes he was as good at his ...                See full summary »
","
    Director:
Yoshihiro Fukagawa
|
    Stars:
Kento Nakajima,
Honoka Matsumoto
",,,
9089, Power Rangers: Dino Fury,(2021),"
Action, Adventure, Comedy            ",7.9,"
Izzy is determined to win a big race with the help of her Special Olympics athlete cousin, Lily; after Lily misses a training session and Izzy rejects more help, her sportsmanship is put to the test.","
    Director:
Chris Graham
|
    Stars:
Russell Curry,
Hunter Deno,
Kainalu Moya,
Tessa Rao
",64,21.0,
1482,La vita davanti a sé,(2020),"
Drama            ",6.8,"
In seaside Italy, a Holocaust survivor with a daycare business takes in a 12-year-old street kid who recently robbed her.","
    Director:
Edoardo Ponti
|
    Stars:
Sophia Loren,
Ibrahima Gueye,
Renato Carpentieri,
Iosif Diego Pirvu
","12,655",94.0,
911,The Professor,(2018),"
Comedy, Drama            ",6.7,"
A college professor lives his life with reckless abandon after being diagnosed with a terminal illness.","
    Director:
Wayne Roberts
|
    Stars:
Johnny Depp,
Rosemarie DeWitt,
Odessa Young,
Danny Huston
","27,464",90.0,
9232, Dive Club,(2021– ),"
Drama, Family, Mystery            ",,"
Dive Club learns the significance of Hayden's coin, which takes them on another wreck dive.","
    Director:
Christine Luby
|
    Stars:
Miah Madden,
Georgia-May Davis,
Sana'a Shaik,
Aubri Ibrag
",,,
5037,Hajwala,(2016),"
Action, Adventure, Crime            ",2.1,"
Khalid and Kehailan are two team leaders who are passionate about car racing and challenges. They enter into a crazy competition to win the challenge involving a lot of surprises, which unexpectedly change both their lives.","
    Directors:
Ali Bin Matar,
Ibrahim Bin Mohamed
|
    Stars:
Anwar Aljabri,
Haleem Aljabri,
Omar Aljabri,
Abdullah Bin Heider
",222,96.0,
7089, The 100,(2014–2020),"
Drama, Mystery, Sci-Fi            ",8.1,"
Mysterious outsiders arrive with news of Clarke's missing people.","
    Director:
Diana Valentine
|
    Stars:
Eliza Taylor,
Bob Morley,
Marie Avgeropoulos,
Lindsey Morgan
","1,757",42.0,
2450,They Cloned Tyrone,,"
Comedy, Mystery, Sci-Fi            ",,"
A series of eerie events thrusts an unlikely trio onto the trail of a nefarious government conspiracy in this pulpy mystery caper.","
    Director:
Juel Taylor
|
    Stars:
Jamie Foxx,
Teyonah Parris,
John Boyega,
Nick Arapoglou
",,,
4914,The Case Against 8,(2014),"
Documentary, Biography, News            ",7.3,"
A behind-the-scenes look inside the case to overturn California's ban on same-sex marriage. Shot over five years, the film follows the unlikely team that took the first federal marriage equality lawsuit to the U.S. Supreme Court.","
    Directors:
Ben Cotner,
Ryan White
|
    Stars:
Ted Olson,
Christopher D. Dusseault,
Jeffrey J. Zarrillo,
Paul T. Katami
","1,055",109.0,
2958,Alles ist gut,(2018),"
Drama            ",6.5,"
Janne's new boss's brother-in-law rapes her, but she doesn't report the incident and continues her way of life as usual. But her silence has consequences, not only for her but also for the love that she feels for her friend Piet.","
    Director:
Eva Trobisch
|
    Stars:
Aenne Schwarz,
Andreas Döhler,
Hans Löw,
Tilo Nest
","1,293",90.0,
9913, Pretty Smart,,"
Comedy            ",,"
Add a Plot
","

    Stars:
Cinthya Carmona,
Olivia Macklin,
Emily Osment,
Michael Hsu Rosen
",,,
9997, The Imperfects,(2021– ),"
Adventure, Drama, Fantasy            ",,"
Add a Plot
","
    Director:
Jovanka Vuckovic
|
    Stars:
Morgan Taylor Campbell,
Iñaki Godoy,
Rhianna Jagpal,
Siddhartha Minhas
",,,
712,Colombiana,(2011),"
Action, Drama, Thriller            ",6.4,"
A young girl in Bogotá witnesses her parents' murder and grows up to be a stone-cold assassin.","
    Director:
Olivier Megaton
|
    Stars:
Zoe Saldana,
Michael Vartan,
Callum Blue,
Jordi Mollà
","97,146",108.0,$36.67M
9131, The Drew Barrymore Show,(2020– ),"
Talk-Show            ",,"
Drew please welcomes Seth MacFarlane and Liza Gillies to talking about their joint EP, works with Walmart+ to be surprise amazing parents Andi and Thomas Bonura with a backyard movie ...                See full summary »
","

    Stars:
Drew Barrymore,
Seth MacFarlane,
Elizabeth Gillies,
Andi Bonura
",,43.0,
8900, High Score,(2020),"
Documentary, History            ",7.5,"
Space Invaders and Pac-Man lead an arcade craze, while Atari's cartridge system dominates home gaming until high-profile failure sparks a downfall.","
    Directors:
William Acks,
France Costrel,
Sam LaCroix
|
    Stars:
Charles Martinet,
Tomohiro Nishikado,
Rebecca Ann Heineman,
Doug Macrae
",567,46.0,
1486,Tramps,(2016),"
Adventure, Romance            ",6.5,"
A young man and woman find love in an unlikely place while carrying out a shady deal.","
    Director:
Adam Leon
|
    Stars:
Callum Turner,
Grace Van Patten,
Michal Vondel,
Mike Birbiglia
","5,016",82.0,
3975,FirstBorn,(2016),"
Horror            ",4.8,"
A young couple's lives are turned upside down when the birth of their first child is accompanied by terrifying entities that threaten their newly-formed family.","
    Director:
Nirpal Bhogal
|
    Stars:
Antonia Thomas,
Luke Norris,
Thea Petrie,
Eileen Davies
","1,860",86.0,
1779,Monkey Man,(2022),"
Action, Thriller            ",,"
A recently-released ex-felon living in modern day India struggles to adjust to a world of corporate greed and eroding spiritual values.","
    Director:
Dev Patel
|
    Stars:
Dev Patel,
Sharlto Copley,
Sobhita Dhulipala,
Vipin Sharma
",,,
5536,Pemburu di Manchester Biru,(2020),"
Biography, Drama            ",5.9,"
This movie tells the story of Hanif Thamrin (Adipati Dolken) leaving his hometown and trying to pursue his dream to become the only Indonesian at that time who works in the biggest soccer league in the world, English Premier League.","
    Director:
Rako Prijanto
|
    Stars:
Adipati Dolken,
Ganindra Bimo,
Vonny Cornellya,
Donny Alamsyah
",36,90.0,
8463, Johnny Test,(2005– ),"
Animation, Action, Adventure            ",6.1,"
The Johnny Stopping Evil Force 5 return to destroy Johnny!The Earth is under attack!","
    Director:
Larry Jacobs
|
    Stars:
James Arnold Taylor,
Louis Chirillo,
Maryke Hendrikse,
Ashleigh Ball
",24,23.0,
2788,Zhen Huan Zhuan,(2011–2012),"
Drama, History, Romance            ",8.4,"
A young woman born in Eight Banners' family marries the Emperor of the Qing Dynasty. After surviving through many murderous scandals and betrayals, she prevails as the most powerful woman in the Emperor's harem, the Empress dowager.","

    Stars:
Li Sun,
Jianbin Chen,
Qian Sun,
Ada Choi
","1,382",90.0,
2998,Paskal: The Movie,(2018),"
Action, Drama            ",6.8,"
A story of true piracy based on an elite unit of the Royal Malaysian Navy's mission.","
    Director:
Adrian Teh
|
    Stars:
Adi Afendi,
Amerul Affendi,
Ammar Alfian,
Hairul Azreen
","2,853",115.0,
4590,Southern Survival,(2020– ),"
Reality-TV            ",5.7,"
The BattlBox crew tests out products designed to help people survive dangerous situations, including explosions, natural disasters and intruders.","

    Stars:
Mikki Montgomery,
Steve Jordan
",281,,
8369, Castlevania,(2017–2021),"
Animation, Action, Adventure            ",8.0,"
As Saint Germain makes unsettling discoveries, Isaac marches toward a showdown. Meanwhile, Belmont and Sypha question a monk - aggressively.","
    Director:
Sam Deats
|
    Stars:
Richard Armitage,
James Callis,
Alejandra Reynoso,
Jessica Brown Findlay
","1,008",25.0,
3703,Russell Madness,(2015),"
Family            ",4.2,"
When a man inherits his grandfather's arena, he and his family try to restore the family wrestling business with the help of a talking monkey, and their star attraction, a wrestling dog.","
    Director:
Robert Vince
|
    Stars:
Sean Giambrone,
David Milchard,
Steve Richmond,
Jesse Reid
",598,92.0,
420,Rojst,(2018– ),"
Crime, Drama, Thriller            ",7.0,"
In an early-'80s Polish town, a prostitute and a youth leader are found killed, but the police's handling of the case makes two journalists suspicious.","

    Stars:
Dawid Ogrodnik,
Zofia Wichlacz,
Andrzej Seweryn,
Agnieszka Zulewska
","3,471",50.0,
